Date,Open,High,Low,Close,Adj Close,Volume
2004-11-01,0.29745084047317505,0.29745084047317505,0.2945508062839508,0.2948721647262573,0.2948721647262573,0
2004-11-02,0.29489827156066895,0.29660388827323914,0.29456818103790283,0.29557815194129944,0.29557815194129944,0
2004-11-03,0.29554319381713867,0.30184122920036316,0.2941955029964447,0.2977519631385803,0.2977519631385803,0
2004-11-04,0.297769695520401,0.30050787329673767,0.2969473898410797,0.2998051345348358,0.2998051345348358,0
2004-11-05,0.2998231053352356,0.3040437698364258,0.2985163629055023,0.3039144277572632,0.3039144277572632,0
2004-11-08,0.3027184009552002,0.3051571547985077,0.30193236470222473,0.3021787106990814,0.3021787106990814,0
2004-11-09,0.3021969795227051,0.3039513826370239,0.30184122920036316,0.30319568514823914,0.30319568514823914,0
2004-11-10,0.3031589090824127,0.30516645312309265,0.30079710483551025,0.30157724022865295,0.30157724022865295,0
2004-11-11,0.30159544944763184,0.30249863862991333,0.30063435435295105,0.3018230199813843,0.3018230199813843,0
2004-11-12,0.301804780960083,0.3041917681694031,0.30027323961257935,0.3034072518348694,0.3034072518348694,0
2004-11-15,0.30353617668151855,0.3066073954105377,0.30305784940719604,0.30398833751678467,0.30398833751678467,0
2004-11-16,0.3039605915546417,0.3057169020175934,0.30307623744010925,0.30428430438041687,0.30428430438041687,0
2004-11-17,0.3042657971382141,0.3078533411026001,0.30349013209342957,0.30737075209617615,0.30737075209617615,0
2004-11-18,0.30735185742378235,0.3086134195327759,0.3043861985206604,0.3048408627510071,0.3048408627510071,0
2004-11-19,0.3048036992549896,0.3102218210697174,0.3045901954174042,0.30795761942863464,0.30795761942863464,0
2004-11-22,0.30807146430015564,0.3105590045452118,0.30721965432167053,0.3097509741783142,0.3097509741783142,0
2004-11-23,0.30977973341941833,0.31212934851646423,0.3084515631198883,0.3116721212863922,0.3116721212863922,0
2004-11-24,0.3116818368434906,0.31426775455474854,0.3114100694656372,0.31335192918777466,0.31335192918777466,0
2004-11-25,0.3133224546909332,0.31587591767311096,0.3114294707775116,0.3148515522480011,0.3148515522480011,0
2004-11-26,0.3148317039012909,0.3171381652355194,0.31291067600250244,0.315049946308136,0.315049946308136,0
2004-11-29,0.3143962025642395,0.3159058690071106,0.31373533606529236,0.3148713707923889,0.3148713707923889,0
2004-11-30,0.3148317039012909,0.31801557540893555,0.3141196668148041,0.3176519274711609,0.3176519274711609,0
