Date,Open,High,Low,Close,Adj Close,Volume
2004-11-01,4.31220006942749,4.329899787902832,4.302700042724609,4.322000026702881,4.322000026702881,0
2004-11-02,4.31790018081665,4.321100234985352,4.290299892425537,4.302700042724609,4.302700042724609,0
2004-11-03,4.298799991607666,4.315000057220459,4.199999809265137,4.315000057220459,4.315000057220459,0
2004-11-04,4.299600124359131,4.3196001052856445,4.285099983215332,4.293000221252441,4.293000221252441,0
2004-11-05,4.284800052642822,4.303100109100342,4.263800144195557,4.265999794006348,4.265999794006348,0
2004-11-08,4.280900001525879,4.289100170135498,4.258200168609619,4.270899772644043,4.270899772644043,0
2004-11-09,4.271200180053711,4.281099796295166,4.247700214385986,4.253699779510498,4.253699779510498,0
2004-11-10,4.254000186920166,4.283100128173828,4.235599994659424,4.271699905395508,4.271699905395508,0
2004-11-11,4.271399974822998,4.289700031280518,4.260000228881836,4.273200035095215,4.273200035095215,0
2004-11-12,4.2718000411987305,4.304500102996826,4.265200138092041,4.27400016784668,4.27400016784668,0
2004-11-15,4.280099868774414,4.282400131225586,4.250999927520752,4.2555999755859375,4.2555999755859375,0
2004-11-16,4.254899978637695,4.2667999267578125,4.240699768066406,4.259900093078613,4.259900093078613,0
2004-11-17,4.256899833679199,4.266200065612793,4.236000061035156,4.241600036621094,4.241600036621094,0
2004-11-18,4.245500087738037,4.268700122833252,4.229800224304199,4.247099876403809,4.247099876403809,0
2004-11-19,4.247799873352051,4.258500099182129,4.210999965667725,4.232999801635742,4.232999801635742,0
2004-11-22,4.2266998291015625,4.242800235748291,4.2042999267578125,4.2093000411987305,4.2093000411987305,0
2004-11-23,4.210000038146973,4.214000225067139,4.187900066375732,4.203100204467773,4.203100204467773,0
2004-11-24,4.2032999992370605,4.217100143432617,4.196800231933594,4.206299781799316,4.206299781799316,0
2004-11-25,4.206200122833252,4.2399001121521,4.199999809265137,4.202000141143799,4.202000141143799,0
2004-11-26,4.211900234222412,4.229599952697754,4.196000099182129,4.218999862670898,4.218999862670898,0
2004-11-29,4.220799922943115,4.22629976272583,4.202000141143799,4.212500095367432,4.212500095367432,0
2004-11-30,4.212399959564209,4.220799922943115,4.1793999671936035,4.186500072479248,4.186500072479248,0
2004-12-01,4.186500072479248,4.205699920654297,4.156000137329102,4.162499904632568,4.162499904632568,0
2004-12-02,4.162600040435791,4.186699867248535,4.150599956512451,4.16379976272583,4.16379976272583,0
