Date,Open,High,Low,Close,Adj Close,Volume
2004-11-01,3.3619000911712646,3.3949999809265137,3.3619000911712646,3.3912999629974365,3.3912999629974365,0
2004-11-02,3.3910000324249268,3.3947999477386475,3.371500015258789,3.38319993019104,3.38319993019104,0
2004-11-03,3.3835999965667725,3.3991000652313232,3.312999963760376,3.3585000038146973,3.3585000038146973,0
2004-11-04,3.358299970626831,3.3675999641418457,3.327699899673462,3.3355000019073486,3.3355000019073486,0
2004-11-05,3.3352999687194824,3.349900007247925,3.2890000343322754,3.2904000282287598,3.2904000282287598,0
2004-11-08,3.3034000396728516,3.312000036239624,3.2769999504089355,3.309299945831299,3.309299945831299,0
2004-11-09,3.3090999126434326,3.312999963760376,3.2899999618530273,3.2981998920440674,3.2981998920440674,0
2004-11-10,3.2985999584198,3.32450008392334,3.276900053024292,3.3159000873565674,3.3159000873565674,0
2004-11-11,3.315700054168701,3.3262999057769775,3.305799961090088,3.313199996948242,3.313199996948242,0
2004-11-12,3.3134000301361084,3.3303000926971436,3.287400007247925,3.2959001064300537,3.2959001064300537,0
2004-11-15,3.2945001125335693,3.2997000217437744,3.2614998817443848,3.289599895477295,3.289599895477295,0
2004-11-16,3.289900064468384,3.299499988555908,3.2709999084472656,3.286400079727173,3.286400079727173,0
2004-11-17,3.286600112915039,3.2950000762939453,3.248300075531006,3.2534000873565674,3.2534000873565674,0
2004-11-18,3.2535998821258545,3.2853000164031982,3.240299940109253,3.280400037765503,3.280400037765503,0
2004-11-19,3.2808001041412354,3.283099889755249,3.2235000133514404,3.2472000122070312,3.2472000122070312,0
2004-11-22,3.246000051498413,3.255000114440918,3.2200000286102295,3.2283999919891357,3.2283999919891357,0
2004-11-23,3.228100061416626,3.242000102996826,3.2037999629974365,3.2084999084472656,3.2084999084472656,0
2004-11-24,3.208400011062622,3.211199998855591,3.181999921798706,3.1912999153137207,3.1912999153137207,0
2004-11-25,3.1916000843048096,3.2109999656677246,3.165800094604492,3.176100015640259,3.176100015640259,0
2004-11-26,3.176300048828125,3.1958000659942627,3.1531999111175537,3.174099922180176,3.174099922180176,0
2004-11-29,3.1807000637054443,3.1874001026153564,3.1654999256134033,3.1758999824523926,3.1758999824523926,0
2004-11-30,3.176300048828125,3.183500051498413,3.1445000171661377,3.148099899291992,3.148099899291992,0
2004-12-01,3.1484999656677246,3.159899950027466,3.115999937057495,3.1189000606536865,3.1189000606536865,0
2004-12-02,3.1182000637054443,3.1484999656677246,3.1054999828338623,3.140199899673462,3.140199899673462,0
2004-12-03,3.140399932861328,3.1473000049591064,3.0968000888824463,3.0975000858306885,3.0975000858306885,0
2004-12-06,3.1031999588012695,3.117000102996826,3.094099998474121,3.115600109100342,3.115600109100342,0
2004-12-07,3.1182000637054443,3.1182000637054443,3.0952999591827393,3.1108999252319336,3.1108999252319336,0
2004-12-08,3.11080002784729,3.183799982070923,3.11080002784729,3.1345999240875244,3.1345999240875244,0
2004-12-09,3.134700059890747,3.159600019454956,3.11899995803833,3.1486001014709473,3.1486001014709473,0
2004-12-10,3.149199962615967,3.2165000438690186,3.1412999629974365,3.1849000453948975,3.1849000453948975,0
2004-12-13,3.186300039291382,3.1877999305725098,3.1463000774383545,3.1496999263763428,3.1496999263763428,0
2004-12-14,3.1493000984191895,3.158799886703491,3.1303000450134277,3.13700008392334,3.13700008392334,0
2004-12-15,3.1364998817443848,3.146699905395508,3.0855000019073486,3.097599983215332,3.097599983215332,0
2004-12-16,3.09689998626709,3.150899887084961,3.08489990234375,3.1389999389648438,3.1389999389648438,0
2004-12-17,3.1389000415802,3.1535000801086426,3.106800079345703,3.113600015640259,3.113600015640259,0
2004-12-20,3.1142001152038574,3.1182000637054443,3.061000108718872,3.073499917984009,3.073499917984009,0
2004-12-21,3.0738000869750977,3.085900068283081,3.0464999675750732,3.0643999576568604,3.0643999576568604,0
2004-12-22,3.0643999576568604,3.0673000812530518,3.0394999980926514,3.0478999614715576,3.0478999614715576,0
2004-12-23,3.048099994659424,3.0555999279022217,3.006999969482422,3.012700080871582,3.012700080871582,0
2004-12-24,3.013700008392334,3.018899917602539,3.0,3.003200054168701,3.003200054168701,0
2004-12-27,3.008500099182129,3.0153000354766846,2.9683001041412354,2.976900100708008,2.976900100708008,0
2004-12-28,2.976900100708008,2.9876999855041504,2.964600086212158,2.983299970626831,2.983299970626831,0
2004-12-29,2.983099937438965,3.0023000240325928,2.9674999713897705,2.98799991607666,2.98799991607666,0
2004-12-30,2.9879000186920166,2.9995999336242676,2.9774999618530273,2.990799903869629,2.990799903869629,0
2004-12-31,2.990799903869629,3.0185000896453857,2.9804999828338623,2.9902000427246094,2.9902000427246094,0
2005-01-03,3.006200075149536,3.0385000705718994,3.0023000240325928,3.0267999172210693,3.0267999172210693,0
2005-01-04,3.0264999866485596,3.1022000312805176,3.009500026702881,3.093100070953369,3.093100070953369,0
2005-01-05,3.093100070953369,3.129199981689453,3.0862998962402344,3.0954999923706055,3.0954999923706055,0
2005-01-06,3.0957000255584717,3.13070011138916,3.0936999320983887,3.1168999671936035,3.1168999671936035,0
2005-01-07,3.1120998859405518,3.1380999088287354,3.0799999237060547,3.134399890899658,3.134399890899658,0
2005-01-10,3.123199939727783,3.132200002670288,3.0954999923706055,3.1005001068115234,3.1005001068115234,0
2005-01-11,3.1005001068115234,3.1012001037597656,3.0683000087738037,3.0910000801086426,3.0910000801086426,0
2005-01-12,3.0915000438690186,3.1075000762939453,3.0546000003814697,3.062299966812134,3.062299966812134,0
2005-01-13,3.062299966812134,3.086199998855591,3.053800106048584,3.0690999031066895,3.0690999031066895,0
2005-01-14,3.0690999031066895,3.1215999126434326,3.066999912261963,3.106800079345703,3.106800079345703,0
2005-01-17,3.106800079345703,3.1208999156951904,3.0810000896453857,3.1092000007629395,3.1092000007629395,0
2005-01-18,3.115600109100342,3.1482999324798584,3.10260009765625,3.1433000564575195,3.1433000564575195,0
